age,gender,feat_1,feat_2,feat_3,feat_4,feat_5,label
26,1,2.960526315789474,2.4,1.435897435897436,1.0857142857142856,0.9210526315789473,1
25,1,2.0776699029126213,2.5277777777777777,1.123456790123457,0.9722222222222222,0.8857142857142857,1
25,0,2.2747252747252746,3.1363636363636362,0.9787234042553191,1.5,0.6363636363636364,0
31,1,2.0,2.8666666666666667,1.2198581560283688,1.1333333333333333,0.5588235294117647,1
30,1,2.0297029702970297,2.3548387096774195,0.8957055214723927,1.1290322580645162,0.8,1
32,0,2.472972972972973,3.0,1.3636363636363635,1.24,0.7096774193548387,0
26,0,2.111111111111111,2.676470588235294,1.221476510067114,1.0294117647058822,0.7714285714285715,0
22,0,2.234567901234568,3.125,1.271186440677966,1.2916666666666667,0.6774193548387096,0
31,1,2.204081632653061,3.4545454545454546,0.9559748427672956,1.5,0.6363636363636364,1
27,1,2.9078947368421053,3.619047619047619,1.216,1.8095238095238095,0.5526315789473685,1
25,0,2.2777777777777777,2.5,1.2765957446808511,1.0,0.7777777777777778,0
26,0,2.1157894736842104,2.642857142857143,0.9932885906040269,1.1428571428571428,0.65625,0
29,0,2.5555555555555554,3.217391304347826,1.1746031746031746,1.4782608695652173,0.7058823529411765,0
27,0,2.215909090909091,2.7777777777777777,1.1363636363636365,1.2592592592592593,0.7058823529411765,0
28,1,2.4583333333333335,2.6785714285714284,1.271186440677966,1.25,0.8,0
23,0,2.1359223300970873,2.8333333333333335,1.0828025477707006,1.1,0.6666666666666666,0
23,0,2.227272727272727,2.8518518518518516,1.1666666666666667,1.2222222222222223,0.6060606060606061,0
28,1,2.475,2.8,1.0687022900763359,1.4,0.6,1
30,1,2.8072289156626504,3.32,1.2868217054263567,1.72,0.5813953488372093,1
27,1,3.1733333333333333,2.7777777777777777,1.25,1.6666666666666667,0.6,1
28,1,2.541176470588235,2.6,1.164179104477612,1.3666666666666667,0.6585365853658537,1
25,1,2.5444444444444443,3.0434782608695654,1.0144927536231885,1.7391304347826086,0.5,1
23,0,2.3908045977011496,2.9,1.3488372093023255,1.1666666666666667,0.7428571428571429,0
25,0,2.5058823529411764,2.8857142857142857,1.5303030303030303,1.0857142857142856,0.9210526315789473,0
32,1,2.3404255319148937,2.9722222222222223,1.436241610738255,0.9722222222222222,0.9142857142857143,0
23,1,2.5,2.5357142857142856,1.2241379310344827,1.2142857142857142,0.7058823529411765,1
28,0,2.6373626373626373,3.888888888888889,0.9722222222222222,2.3333333333333335,0.42857142857142855,0
32,0,2.1192660550458715,3.1818181818181817,1.25,1.2727272727272727,0.5952380952380952,0
24,0,2.185840707964602,2.763157894736842,1.2574850299401197,1.105263157894737,0.7142857142857143,0
32,0,2.5632183908045976,4.0,1.5238095238095237,1.5,0.4444444444444444,0
22,0,2.2058823529411766,3.4583333333333335,1.006060606060606,1.625,0.5128205128205128,0
24,0,2.504950495049505,2.763157894736842,1.3043478260869565,1.236842105263158,0.723404255319149,0
32,1,2.357142857142857,2.896551724137931,1.20863309352518,1.2413793103448276,0.8055555555555556,1
31,0,2.161290322580645,2.6875,1.2374100719424461,1.09375,0.6285714285714286,0
30,1,2.6666666666666665,2.5833333333333335,1.537190082644628,1.0,1.0833333333333333,1
23,1,2.3544303797468356,3.0434782608695654,1.1475409836065573,1.434782608695652,0.6060606060606061,1
29,1,2.510204081632653,2.727272727272727,1.1042944785276074,1.3636363636363635,0.8222222222222222,1
26,0,2.3229166666666665,2.5555555555555554,0.9324324324324325,1.4074074074074074,0.631578947368421,0
26,0,2.196261682242991,2.8157894736842106,1.312883435582822,1.131578947368421,0.6976744186046512,0
33,1,2.197802197802198,3.2,1.118881118881119,1.44,0.6111111111111112,0
32,1,2.292682926829268,2.6333333333333333,1.144927536231884,1.1,0.9090909090909091,1
37,0,2.2688172043010755,2.8666666666666667,1.2554744525547445,1.1333333333333333,0.7647058823529411,0
28,1,2.8452380952380953,2.4482758620689653,1.0923076923076922,1.3448275862068966,0.6410256410256411,1
27,1,2.728395061728395,3.4761904761904763,1.1145038167938932,1.8095238095238095,0.5526315789473685,1
24,0,2.144144144144144,2.9642857142857144,0.9540229885057471,1.3928571428571428,0.6153846153846154,0
51,0,2.58,3.586206896551724,1.4647887323943662,1.4137931034482758,0.4146341463414634,0
21,1,2.259259259259259,3.5789473684210527,1.0793650793650793,1.6842105263157894,0.59375,1
26,1,2.3698630136986303,2.68,1.1355932203389831,1.2,0.7333333333333333,1
33,1,2.3734939759036147,2.6666666666666665,1.3114754098360655,1.0,0.7666666666666667,0
25,1,2.316326530612245,3.0416666666666665,0.9668874172185431,1.5833333333333333,0.5526315789473685,1
28,0,2.139784946236559,2.8275862068965516,1.1798561151079137,1.103448275862069,0.78125,0
23,0,2.152173913043478,3.1724137931034484,1.4153846153846155,1.0689655172413792,0.6774193548387096,0
23,1,2.8072289156626504,3.08,1.203125,1.56,0.6410256410256411,1
23,0,2.4069767441860463,3.0714285714285716,1.3333333333333333,1.1428571428571428,0.65625,0
24,1,2.7590361445783134,3.0,1.1338582677165354,1.5833333333333333,0.5526315789473685,1
31,1,2.175675675675676,3.090909090909091,1.2252252252252251,1.1363636363636365,0.8,0
26,0,2.074766355140187,3.3703703703703702,1.1097560975609757,1.3333333333333333,0.6666666666666666,0
38,0,3.0259740259740258,2.806451612903226,1.5130434782608695,1.2258064516129032,0.7368421052631579,0
29,0,2.7011494252873565,3.0833333333333335,1.112781954887218,1.6666666666666667,0.425,0
30,0,2.0823529411764707,3.16,1.2845528455284554,1.28,0.5,0
30,1,2.7209302325581395,2.0784313725490198,1.7096774193548387,0.8431372549019608,1.0930232558139534,0
30,1,2.3132530120481927,3.04,1.1875,1.28,0.6875,1
25,1,2.2467532467532467,2.8333333333333335,1.1239669421487604,1.25,0.5666666666666667,1
41,0,2.7142857142857144,2.9166666666666665,1.1570247933884297,1.4166666666666667,0.5882352941176471,0
25,0,2.3444444444444446,3.0344827586206895,1.2846715328467153,1.2413793103448276,0.6111111111111112,0
30,1,2.0714285714285716,2.5128205128205128,1.2894736842105263,1.0,1.0,1
24,0,2.1145833333333335,3.0294117647058822,1.4820143884892085,1.0294117647058822,0.7428571428571429,0
26,1,2.2934782608695654,3.3043478260869565,0.987012987012987,1.4782608695652173,0.6764705882352942,1
23,0,2.2857142857142856,2.757575757575758,1.3093525179856116,1.121212121212121,0.6756756756756757,0
24,0,2.180722891566265,2.8076923076923075,1.1774193548387097,1.2307692307692308,0.6875,0
26,0,2.1839080459770117,2.6666666666666665,1.2307692307692308,1.1,0.7878787878787878,0
25,0,2.11340206185567,2.857142857142857,1.1267605633802817,1.2142857142857142,0.6176470588235294,0
32,1,2.159090909090909,2.6129032258064515,1.2272727272727273,1.096774193548387,0.6176470588235294,1
33,1,2.3258426966292136,2.8275862068965516,1.2913385826771653,1.103448275862069,0.53125,0
32,1,2.6547619047619047,2.607142857142857,1.123076923076923,1.3928571428571428,0.5384615384615384,1
32,1,2.268292682926829,3.1,0.9253731343283582,1.5,0.6333333333333333,1
23,0,2.8072289156626504,2.9,0.8854961832061069,1.85,0.4594594594594595,0
30,1,2.150943396226415,2.682926829268293,1.375,0.975609756097561,0.925,0
23,0,2.3205128205128207,3.1481481481481484,1.3821138211382114,1.2592592592592593,0.8235294117647058,0
25,0,2.21505376344086,3.2857142857142856,1.2867132867132867,1.1428571428571428,0.65625,0
22,0,2.536231884057971,2.4482758620689653,1.3523809523809525,0.9310344827586207,0.8518518518518519,0
33,1,2.2795698924731185,3.761904761904762,1.1205673758865249,1.5714285714285714,0.5454545454545454,1
27,1,2.3551401869158877,2.5384615384615383,1.1927710843373494,1.1025641025641026,0.6976744186046512,0
28,0,2.707865168539326,2.84,1.0364963503649636,1.56,0.6153846153846154,0
26,1,2.127659574468085,3.04,1.0201342281879195,1.32,0.5454545454545454,1
23,0,2.3076923076923075,3.32,1.1942446043165467,1.32,0.5454545454545454,0
26,0,2.602409638554217,3.0,1.6451612903225807,1.1176470588235294,0.8157894736842105,0
48,0,2.32,2.7,1.35,1.1,0.8181818181818182,0
27,0,2.272727272727273,3.0869565217391304,1.0142857142857142,1.608695652173913,0.5405405405405406,0
34,1,1.9541284403669725,2.6315789473684212,1.092896174863388,1.0,0.9736842105263158,1
28,0,2.4791666666666665,4.041666666666667,1.3857142857142857,1.7083333333333333,0.5121951219512195,0
31,0,2.67816091954023,2.75,0.9496402877697842,1.625,0.5384615384615384,0
26,1,2.488095238095238,2.5757575757575757,1.223021582733813,1.121212121212121,0.8918918918918919,1
27,0,3.1333333333333333,3.2962962962962963,1.5614035087719298,1.5185185185185186,0.4878048780487805,0
22,0,2.4166666666666665,2.88,1.2857142857142858,1.24,0.5806451612903226,0
38,0,3.16,2.7857142857142856,1.2580645161290323,1.6428571428571428,0.6304347826086957,0
31,1,2.445945945945946,3.0416666666666665,1.2695652173913043,1.25,0.7,0
25,1,2.6333333333333333,2.7586206896551726,1.1510791366906474,1.4827586206896552,0.5116279069767442,1
23,0,2.411764705882353,3.0714285714285716,1.4576271186440677,1.2142857142857142,0.5,0
32,1,2.3653846153846154,2.6341463414634148,1.2342857142857142,1.1219512195121952,0.9130434782608695,0
30,1,1.969387755102041,2.6666666666666665,0.9290322580645162,1.2592592592592593,0.6764705882352942,1
28,0,2.0760869565217392,3.0344827586206895,1.1891891891891893,1.2758620689655173,0.5945945945945946,0
29,1,2.0606060606060606,2.6666666666666665,1.0810810810810811,1.1333333333333333,0.6764705882352942,1
23,0,2.493333333333333,2.7241379310344827,1.4107142857142858,1.1379310344827587,0.696969696969697,0
25,0,2.2533333333333334,2.8214285714285716,1.4234234234234233,1.0,0.7857142857142857,0
27,1,2.802325581395349,3.04,1.1428571428571428,1.48,0.7027027027027027,1
28,0,2.0114942528735633,2.9047619047619047,0.8840579710144928,1.3333333333333333,0.5357142857142857,0
27,0,1.9292929292929293,2.272727272727273,1.0135135135135136,0.8787878787878788,0.896551724137931,0
23,1,2.2525252525252526,2.7666666666666666,1.0375,1.2333333333333334,0.6216216216216216,1
26,1,2.0826446280991737,2.3529411764705883,0.851063829787234,1.1176470588235294,0.6578947368421053,1
23,1,2.029126213592233,2.3793103448275863,0.8903225806451613,1.1379310344827587,0.7878787878787878,1
37,1,2.5441176470588234,2.5357142857142856,1.2792792792792793,1.2142857142857142,0.9117647058823529,1
34,1,2.475609756097561,3.04,1.1692307692307693,1.24,0.5483870967741935,0
30,0,2.28,3.5714285714285716,1.4285714285714286,1.4285714285714286,0.4,0
26,0,2.227272727272727,2.84375,1.4108527131782946,1.0,0.78125,0
25,1,2.226086956521739,2.657142857142857,1.0276243093922652,1.2571428571428571,0.7045454545454546,1
27,1,2.768292682926829,2.7142857142857144,1.2063492063492063,1.2142857142857142,0.9117647058823529,1
37,0,3.1527777777777777,2.5294117647058822,1.4700854700854702,1.411764705882353,0.7291666666666666,0
30,0,2.96,2.3225806451612905,1.2,1.3225806451612903,0.7317073170731707,0
22,0,2.2083333333333335,2.8260869565217392,1.1711711711711712,1.0869565217391304,0.8,0
29,1,3.04,3.0357142857142856,1.5315315315315314,1.2857142857142858,0.8888888888888888,1
31,0,2.8095238095238093,2.72,1.0225563909774436,1.56,0.6410256410256411,0
29,1,2.2823529411764705,2.7777777777777777,1.1363636363636365,1.1481481481481481,0.7741935483870968,1
23,0,2.131868131868132,2.806451612903226,1.288888888888889,1.096774193548387,0.7058823529411765,0
26,1,2.320388349514563,3.2758620689655173,1.25,1.4137931034482758,0.6097560975609756,1
28,0,2.2758620689655173,2.757575757575758,1.348148148148148,1.121212121212121,0.8918918918918919,0
22,0,2.5342465753424657,2.392857142857143,1.098360655737705,1.1428571428571428,1.0,0
24,0,2.7176470588235295,2.533333333333333,1.6521739130434783,1.0,1.0888888888888888,0
26,1,2.9012345679012346,2.6296296296296298,1.0757575757575757,1.6296296296296295,0.6136363636363636,1
26,0,2.4615384615384617,2.935483870967742,1.3,1.2258064516129032,0.7105263157894737,0
29,0,2.22972972972973,3.0,1.1578947368421053,1.2272727272727273,0.6296296296296297,0
23,1,2.109090909090909,2.689655172413793,0.896551724137931,1.2413793103448276,0.5555555555555556,1
45,0,2.2110091743119265,3.1379310344827585,1.1446540880503144,1.3103448275862069,0.42105263157894735,0
31,1,2.2125,2.642857142857143,1.2231404958677685,1.1071428571428572,0.8064516129032258,1
29,0,2.3529411764705883,3.857142857142857,1.2755905511811023,1.4761904761904763,0.5483870967741935,0
28,1,2.2738095238095237,3.0434782608695654,1.0606060606060606,1.4782608695652173,0.5882352941176471,1
25,0,2.2526315789473683,2.967741935483871,1.3430656934306568,1.2258064516129032,0.5,0
33,0,3.101449275362319,2.6538461538461537,1.3018867924528301,1.4230769230769231,0.6216216216216216,0
23,0,2.191919191919192,3.3703703703703702,1.2907801418439717,1.4074074074074074,0.5,0
27,1,2.627906976744186,3.2857142857142856,1.0072992700729928,1.8095238095238095,0.5526315789473685,1
26,0,2.282828282828283,2.575,1.2409638554216869,1.075,0.9302325581395349,0
32,1,2.3214285714285716,2.4324324324324325,1.4516129032258065,0.7027027027027027,1.2692307692307692,1
29,1,2.391304347826087,3.347826086956522,1.0769230769230769,1.6956521739130435,0.5897435897435898,1
28,1,2.376470588235294,2.7857142857142856,1.1555555555555554,1.25,0.8285714285714286,1
31,0,2.269662921348315,2.892857142857143,1.2,1.1428571428571428,0.75,0
30,1,3.08,2.6785714285714284,1.271186440677966,1.5714285714285714,0.6818181818181818,1
23,0,2.1145833333333335,3.0357142857142856,1.1643835616438356,1.1428571428571428,0.65625,0
25,0,2.3173076923076925,2.317073170731707,1.1377245508982037,1.1219512195121952,0.8260869565217391,0
24,0,2.2289156626506026,3.2,1.322314049586777,1.16,0.6551724137931034,0
22,0,2.460526315789474,2.5757575757575757,1.5315315315315314,0.8787878787878788,0.896551724137931,0
25,0,2.2705882352941176,3.0,1.255813953488372,1.1111111111111112,0.7666666666666667,0
33,1,2.1,3.0,0.9803921568627451,1.44,0.4722222222222222,1
33,1,2.208791208791209,3.3461538461538463,1.2340425531914894,1.4615384615384615,0.6052631578947368,1
26,0,2.5425531914893615,2.891891891891892,1.5285714285714285,1.1081081081081081,0.8048780487804879,0
24,0,2.235955056179775,2.9285714285714284,1.2713178294573644,1.1428571428571428,0.5625,0
31,1,2.7529411764705882,2.642857142857143,1.0962962962962963,1.3928571428571428,0.6153846153846154,1
29,0,2.841463414634146,2.342857142857143,1.2148148148148148,1.2285714285714286,0.8372093023255814,0
25,0,2.7252747252747254,2.8292682926829267,1.7575757575757576,1.0,0.9024390243902439,0
22,0,2.15,2.9545454545454546,1.0236220472440944,1.2272727272727273,0.7037037037037037,0
29,0,2.3118279569892475,2.966666666666667,1.2992700729927007,1.2333333333333334,0.5945945945945946,0
30,0,2.247422680412371,2.9,1.167785234899329,1.1,0.5757575757575758,0
24,0,2.0392156862745097,2.909090909090909,1.2885906040268456,1.0909090909090908,0.7222222222222222,0
28,1,2.5232558139534884,3.423076923076923,1.3185185185185184,1.3076923076923077,0.6764705882352942,0
26,1,2.8658536585365852,2.5625,1.2713178294573644,1.21875,0.7435897435897436,1
28,0,2.7439024390243905,2.923076923076923,1.2258064516129032,1.3846153846153846,0.5277777777777778,0
33,1,2.2580645161290325,2.966666666666667,1.2992700729927007,1.1,0.696969696969697,1
29,1,2.235955056179775,3.1666666666666665,1.1343283582089552,1.4583333333333333,0.4857142857142857,0
28,0,2.3452380952380953,2.566666666666667,1.2419354838709677,1.1,0.6060606060606061,0
31,1,2.3516483516483517,2.4166666666666665,1.2167832167832169,1.0,0.8055555555555556,0
25,0,2.3417721518987342,3.0384615384615383,1.3166666666666667,1.1153846153846154,0.7931034482758621,0
27,0,2.21,3.15625,1.4027777777777777,1.25,0.6,0
24,0,2.1149425287356323,2.6666666666666665,1.2030075187969924,1.0,0.7666666666666667,0
31,1,2.120879120879121,2.6333333333333333,1.1879699248120301,1.1,0.696969696969697,0
24,0,2.3404255319148937,2.5714285714285716,1.2,1.0,0.9142857142857143,0
29,0,2.1951219512195124,3.0,1.0153846153846153,1.2727272727272727,0.8214285714285714,0
23,1,2.173076923076923,2.6363636363636362,1.0609756097560976,1.1515151515151516,0.7894736842105263,1
32,0,2.1869158878504673,3.09375,1.2531645569620253,1.25,0.4,0
30,0,2.261904761904762,2.4571428571428573,1.3983739837398375,0.9142857142857143,0.8125,0
27,0,2.3488372093023258,2.8620689655172415,1.2868217054263567,1.103448275862069,0.6875,0
24,0,2.08,2.7027027027027026,1.3793103448275863,0.918918918918919,0.7647058823529411,0
34,0,3.1392405063291138,3.142857142857143,1.0076335877862594,2.142857142857143,0.4666666666666667,0
26,0,2.8026315789473686,3.2916666666666665,1.4234234234234233,1.4583333333333333,0.4857142857142857,0
29,1,2.696629213483146,2.9166666666666665,0.9790209790209791,1.625,0.6153846153846154,1
32,1,2.197674418604651,2.7142857142857144,1.1428571428571428,1.1071428571428572,0.9032258064516129,1
38,1,2.688888888888889,2.8484848484848486,1.2702702702702702,1.3636363636363635,0.7333333333333333,0
26,0,2.4193548387096775,2.5454545454545454,1.6231884057971016,0.8409090909090909,0.972972972972973,0
25,1,2.2133333333333334,2.9523809523809526,1.0689655172413792,1.2857142857142858,0.7037037037037037,1
25,1,2.376470588235294,2.892857142857143,1.3064516129032258,1.1428571428571428,0.65625,0
27,0,3.135135135135135,2.6285714285714286,1.6283185840707965,1.2,0.7619047619047619,0
31,1,2.1515151515151514,2.8333333333333335,1.1643835616438356,1.2333333333333334,0.5945945945945946,0
30,1,2.28,2.8518518518518516,0.9685534591194969,1.2962962962962963,0.6571428571428571,1
27,0,3.210526315789474,2.303030303030303,1.2459016393442623,1.3333333333333333,0.7272727272727273,0
26,0,2.1411764705882352,2.7333333333333334,1.3015873015873016,1.1,0.7878787878787878,0
27,1,2.2903225806451615,2.58974358974359,1.4027777777777777,1.1025641025641026,0.813953488372093,1
27,1,2.282828282828283,2.8275862068965516,1.0123456790123457,1.3448275862068966,0.6666666666666666,1
30,1,2.1153846153846154,2.380952380952381,1.2578616352201257,0.9285714285714286,1.0,1
33,1,2.2467532467532467,2.875,1.2,1.2083333333333333,0.7241379310344828,0
26,1,2.5,2.6774193548387095,1.3949579831932772,0.967741935483871,0.9,1
29,0,2.1226415094339623,2.375,0.9212121212121213,1.125,0.6666666666666666,0
23,0,2.1785714285714284,2.896551724137931,1.3884297520661157,1.0,0.6551724137931034,0
22,0,2.3209876543209877,2.7,1.3388429752066116,1.1,0.8181818181818182,0
26,1,2.2169811320754715,2.59375,0.9880952380952381,1.09375,0.6571428571428571,1
34,0,2.9743589743589745,3.25,1.0833333333333333,1.9,0.47368421052631576,0
25,1,2.4838709677419355,2.7241379310344827,1.089655172413793,1.3448275862068966,0.5641025641025641,1
28,0,2.3225806451612905,2.1555555555555554,1.375886524822695,0.8222222222222222,1.0,0
39,0,2.7011494252873565,3.2857142857142856,1.0222222222222221,1.8095238095238095,0.5526315789473685,0
29,1,2.2413793103448274,2.962962962962963,1.2307692307692308,1.1481481481481481,0.6774193548387096,1
24,0,2.0112359550561796,2.484848484848485,1.2615384615384615,0.9090909090909091,0.8,0
24,1,2.617283950617284,2.3823529411764706,1.2755905511811023,1.088235294117647,0.8918918918918919,1
21,1,2.402173913043478,3.230769230769231,1.0909090909090908,1.4615384615384615,0.8157894736842105,1
24,0,2.2967032967032965,2.757575757575758,1.2727272727272727,1.0,0.8787878787878788,0
26,0,2.2439024390243905,3.1538461538461537,1.3442622950819672,1.1153846153846154,0.6896551724137931,0
23,0,2.4526315789473685,2.75,1.434782608695652,1.0833333333333333,0.7948717948717948,0
23,1,2.1818181818181817,2.40625,0.875,1.15625,0.7567567567567568,1
32,1,2.094736842105263,2.5,1.2587412587412588,0.8888888888888888,1.0,1
23,0,2.3132530120481927,2.7777777777777777,1.079136690647482,1.2592592592592593,0.7941176470588235,0
23,1,2.2650602409638556,2.75,0.9705882352941176,1.4583333333333333,0.6857142857142857,1
30,1,2.264367816091954,2.9583333333333335,1.0923076923076922,1.4166666666666667,0.5882352941176471,1
26,0,2.8777777777777778,2.46875,1.1205673758865249,1.59375,0.5686274509803921,0
27,1,2.588888888888889,2.8484848484848486,1.2876712328767124,1.2424242424242424,0.7804878048780488,1
23,0,2.2941176470588234,2.6451612903225805,1.3015873015873016,0.967741935483871,0.8,0
28,0,2.0625,2.6206896551724137,1.0201342281879195,1.103448275862069,0.78125,0
24,0,1.99,2.8333333333333335,1.1258278145695364,1.2333333333333334,0.6756756756756757,0
23,0,2.395348837209302,2.515151515151515,1.328,1.0,0.8787878787878788,0
28,0,2.9390243902439024,2.4482758620689653,1.1181102362204725,1.3448275862068966,0.717948717948718,0
25,0,2.073170731707317,2.838709677419355,0.9312169312169312,1.2580645161290323,0.6923076923076923,0
25,0,2.2531645569620253,2.9615384615384617,1.3162393162393162,1.2307692307692308,0.71875,0
30,1,1.9626168224299065,3.1052631578947367,0.6982248520710059,1.736842105263158,0.45454545454545453,1
23,0,2.25531914893617,2.58974358974359,1.3466666666666667,1.0,0.8974358974358975,0
22,1,2.393939393939394,2.7567567567567566,1.2515337423312884,1.1081081081081081,0.8780487804878049,1
24,0,2.168421052631579,2.96,1.0136986301369864,1.28,0.4375,0
40,1,2.567901234567901,3.35,1.0806451612903225,1.7,0.5882352941176471,1
21,1,2.2346938775510203,2.533333333333333,0.9156626506024096,1.2333333333333334,0.7297297297297297,1
28,0,3.072463768115942,2.7666666666666666,1.6274509803921569,1.1,0.9090909090909091,0
29,1,2.3260869565217392,3.423076923076923,1.2624113475177305,1.4230769230769231,0.6216216216216216,0
24,0,2.2526315789473683,2.4523809523809526,1.525925925925926,0.9761904761904762,0.9024390243902439,0
22,0,2.310344827586207,2.5833333333333335,1.4645669291338583,1.0,0.8888888888888888,0
29,1,2.204081632653061,2.962962962962963,1.08843537414966,1.2592592592592593,0.6764705882352942,1
29,0,2.2125,2.96,1.2131147540983607,1.16,0.5517241379310345,0
21,0,2.5172413793103448,3.4444444444444446,0.8920863309352518,2.0555555555555554,0.5135135135135135,0
26,0,2.1485148514851486,2.774193548387097,1.1466666666666667,1.1290322580645162,0.5428571428571428,0
24,0,2.0594059405940595,2.58974358974359,1.3835616438356164,0.8974358974358975,0.8571428571428571,0
31,0,2.1666666666666665,3.1923076923076925,1.2028985507246377,1.3076923076923077,0.5882352941176471,0
29,1,2.3095238095238093,3.0,1.2461538461538462,1.2222222222222223,0.8181818181818182,1
31,1,2.1789473684210527,3.3181818181818183,0.9798657718120806,1.5,0.6363636363636364,0
25,0,2.3684210526315788,3.7777777777777777,1.3972602739726028,1.4814814814814814,0.6,0
35,0,2.1145833333333335,3.869565217391304,1.289855072463768,1.4782608695652173,0.35294117647058826,0
23,0,2.0253164556962027,2.5925925925925926,1.1475409836065573,1.0740740740740742,0.5862068965517241,0
34,1,2.6774193548387095,2.682926829268293,1.6417910447761195,1.0,0.9024390243902439,0
27,1,2.2045454545454546,2.96,1.049645390070922,1.44,0.6944444444444444,1
31,1,2.2375,2.730769230769231,1.1451612903225807,1.2307692307692308,0.71875,1
29,0,2.452054794520548,2.875,1.2897196261682242,1.25,0.7,0
26,0,2.75,3.08,1.232,1.56,0.5384615384615384,0
21,0,2.389473684210526,2.707317073170732,1.48,1.0,1.0,0
38,0,2.6021505376344085,3.1176470588235294,1.4722222222222223,1.3823529411764706,0.6382978723404256,0
23,0,2.1,2.515151515151515,1.2769230769230768,0.9090909090909091,0.9,0
23,0,2.142857142857143,3.230769230769231,1.1275167785234899,1.3846153846153846,0.5,0
26,0,2.3209876543209877,2.7241379310344827,1.373913043478261,1.103448275862069,0.6875,0
31,0,2.8372093023255816,3.0,1.099236641221374,1.75,0.42857142857142855,0
30,1,2.764705882352941,2.5,1.0687022900763359,1.5,0.5952380952380952,1
28,1,2.848101265822785,2.7142857142857144,1.178294573643411,1.3571428571428572,0.7105263157894737,1
22,0,2.3373493975903616,2.857142857142857,1.25,1.25,0.8,0
23,1,2.40625,3.0,1.2,1.25,0.7,0
23,0,2.227272727272727,2.7,1.2272727272727273,1.1333333333333333,0.7058823529411765,0
30,1,2.235955056179775,2.6666666666666665,1.0746268656716418,1.2592592592592593,0.6176470588235294,1
25,0,2.4065934065934065,2.676470588235294,1.338235294117647,1.0,0.7647058823529411,0
32,0,2.3466666666666667,2.9130434782608696,1.2523364485981308,1.2173913043478262,0.6428571428571429,0
30,0,2.1704545454545454,3.0357142857142856,1.2318840579710144,1.25,0.7142857142857143,0
28,0,2.211764705882353,2.8846153846153846,1.1904761904761905,1.2307692307692308,0.59375,0
24,0,2.7111111111111112,2.7435897435897436,1.4657534246575343,1.1025641025641026,1.0,0
